product_id,city,cur_disc,budget_disc,action
3581,Others,0.4,0.0,hold
3582,Bangalore,15.9,0.0,cut
3582,Chandigarh Tricity,16.2,0.0,cut
3582,Chennai,15.8,0.0,cut
3582,Delhi-NCR,10.7,0.0,cut
3582,Hyderabad,12.6,0.0,cut
3582,Kolkata,16.2,0.0,cut
3582,Lucknow,5.8,0.0,cut
3582,Mumbai,14.4,0.0,cut
3582,Others,13.8,0.0,cut
3582,Pune,16.0,0.0,cut
3583,Ahmedabad,14.3,0.0,cut
3583,Bangalore,13.2,0.0,cut
3583,Chandigarh Tricity,15.4,0.0,cut
3583,Chennai,12.1,0.0,cut
3583,Delhi-NCR,13.9,0.0,cut
3583,Hyderabad,17.0,0.0,cut
3583,Kolkata,12.4,0.0,cut
3583,Lucknow,12.2,0.0,cut
3583,Mumbai,18.0,0.0,cut
3583,Others,9.8,0.0,cut
3583,Pune,15.4,0.0,cut
3586,Bangalore,11.0,0.0,cut
3586,Chennai,11.4,0.0,cut
3586,Delhi-NCR,14.6,0.0,cut
3586,Hyderabad,10.8,0.0,cut
3586,Kolkata,8.3,0.0,cut
3586,Mumbai,12.2,0.0,cut
3586,Others,11.2,0.0,cut
3587,Bangalore,22.1,0.0,cut
3587,Chandigarh Tricity,26.4,0.0,cut
3587,Chennai,23.4,0.0,cut
3587,Delhi-NCR,22.7,0.0,cut
3587,Hyderabad,20.6,0.0,cut
3587,Kolkata,22.3,0.0,cut
3587,Lucknow,24.2,0.0,cut
3587,Mumbai,25.2,0.0,cut
3587,Others,22.7,0.0,cut
3587,Pune,24.5,0.0,cut
3588,Ahmedabad,18.6,2.5,cut
3588,Bangalore,18.1,2.5,cut
3588,Chandigarh Tricity,28.1,2.5,cut
3588,Chennai,18.3,2.5,cut
3588,Delhi-NCR,18.3,2.5,cut
3588,Hyderabad,17.8,2.5,cut
3588,Kolkata,18.6,2.5,cut
3588,Lucknow,15.8,2.5,cut
3588,Mumbai,16.6,2.5,cut
3588,Others,18.1,2.5,cut
3588,Pune,17.7,2.5,cut
3592,Bangalore,3.5,2.5,cut
3592,Chandigarh Tricity,3.8,2.5,cut
3592,Chennai,3.6,2.5,cut
3592,Delhi-NCR,3.5,2.5,cut
3592,Hyderabad,3.6,2.5,cut
3592,Kolkata,3.4,2.5,cut
3592,Lucknow,3.5,2.5,cut
3592,Mumbai,3.5,2.5,cut
3592,Others,3.5,2.5,cut
3592,Pune,4.4,2.5,cut
3595,Pune,3.9,2.5,cut
3596,Bangalore,10.5,0.0,cut
3596,Chandigarh Tricity,11.1,0.0,cut
3596,Chennai,11.9,0.0,cut
3596,Delhi-NCR,11.5,0.0,cut
3596,Hyderabad,13.2,0.0,cut
3596,Kolkata,10.1,0.0,cut
3596,Lucknow,7.5,0.0,cut
3596,Mumbai,10.5,0.0,cut
3596,Others,10.5,0.0,cut
3596,Pune,10.5,0.0,cut
3795,Bangalore,17.2,0.0,cut
3795,Chennai,20.7,0.0,cut
3795,Delhi-NCR,19.4,0.0,cut
3795,Hyderabad,19.3,0.0,cut
3795,Kolkata,16.9,0.0,cut
3795,Others,15.1,0.0,cut
3796,Bangalore,6.6,0.0,cut
3796,Chennai,6.1,0.0,cut
3796,Delhi-NCR,7.4,0.0,cut
3796,Hyderabad,8.5,0.0,cut
3796,Kolkata,7.5,0.0,cut
3796,Lucknow,6.7,0.0,cut
3796,Mumbai,7.7,0.0,cut
3796,Others,7.7,0.0,cut
3796,Pune,8.3,0.0,cut
5460,Ahmedabad,19.6,0.0,cut
5460,Bangalore,18.7,0.0,cut
5460,Chandigarh Tricity,19.9,0.0,cut
5460,Chennai,17.2,0.0,cut
5460,Delhi-NCR,19.0,0.0,cut
5460,Hyderabad,19.1,0.0,cut
5460,Kolkata,19.0,0.0,cut
5460,Lucknow,20.2,0.0,cut
5460,Mumbai,18.8,0.0,cut
5460,Others,19.0,0.0,cut
5460,Pune,19.1,0.0,cut
5533,Bangalore,17.1,0.0,cut
5533,Chennai,16.3,0.0,cut
5533,Hyderabad,7.6,0.0,cut
5533,Lucknow,17.4,0.0,cut
5533,Others,16.7,0.0,cut
5540,Bangalore,0.0,0.0,hold
5540,Others,0.0,0.0,hold
5541,Pune,35.2,2.5,cut
5629,Delhi-NCR,2.7,0.0,cut
5629,Others,4.0,0.0,cut
5751,Ahmedabad,15.1,0.0,cut
5751,Bangalore,15.5,0.0,cut
5751,Chandigarh Tricity,16.3,0.0,cut
5751,Chennai,17.4,0.0,cut
5751,Delhi-NCR,14.9,0.0,cut
5751,Hyderabad,15.9,0.0,cut
5751,Kolkata,16.3,0.0,cut
5751,Lucknow,13.7,0.0,cut
5751,Mumbai,15.7,0.0,cut
5751,Others,14.6,0.0,cut
5751,Pune,15.8,0.0,cut
5793,Ahmedabad,8.5,0.0,cut
5793,Bangalore,9.8,0.0,cut
5793,Chennai,8.0,0.0,cut
5793,Delhi-NCR,8.6,0.0,cut
5793,Hyderabad,7.8,0.0,cut
5793,Kolkata,8.7,0.0,cut
5793,Lucknow,8.0,0.0,cut
5793,Mumbai,9.4,0.0,cut
5793,Others,5.2,0.0,cut
5793,Pune,8.1,0.0,cut
5800,Bangalore,11.9,0.0,cut
5800,Chandigarh Tricity,10.6,0.0,cut
5800,Chennai,11.2,0.0,cut
5800,Delhi-NCR,10.8,0.0,cut
5800,Hyderabad,10.6,0.0,cut
5800,Kolkata,10.9,0.0,cut
5800,Lucknow,11.2,0.0,cut
5800,Mumbai,10.7,0.0,cut
5800,Others,10.8,0.0,cut
5800,Pune,10.3,0.0,cut
5801,Ahmedabad,8.5,0.0,cut
5801,Bangalore,9.4,0.0,cut
5801,Chandigarh Tricity,3.7,0.0,cut
5801,Chennai,6.8,0.0,cut
5801,Delhi-NCR,3.0,0.0,cut
5801,Hyderabad,7.7,0.0,cut
5801,Kolkata,7.1,0.0,cut
5801,Lucknow,7.4,0.0,cut
5801,Mumbai,6.3,0.0,cut
5801,Others,3.6,0.0,cut
5801,Pune,6.8,0.0,cut
16655,Chandigarh Tricity,5.6,0.0,cut
16655,Others,2.6,0.0,cut
16658,Bangalore,9.6,0.0,cut
16658,Chandigarh Tricity,7.2,0.0,cut
16658,Chennai,9.6,0.0,cut
16658,Delhi-NCR,9.8,0.0,cut
16658,Hyderabad,9.8,0.0,cut
16658,Kolkata,9.8,0.0,cut
16658,Lucknow,8.3,0.0,cut
16658,Mumbai,10.0,0.0,cut
16658,Others,9.7,0.0,cut
16658,Pune,9.8,0.0,cut
16659,Delhi-NCR,15.4,0.0,cut
16659,Hyderabad,7.0,0.0,cut
16659,Lucknow,0.1,0.0,hold
16659,Mumbai,9.6,0.0,cut
16659,Others,9.7,0.0,cut
16659,Pune,10.5,0.0,cut
16661,Bangalore,13.7,0.0,cut
16661,Chandigarh Tricity,14.2,0.0,cut
16661,Chennai,10.7,0.0,cut
16661,Delhi-NCR,14.3,0.0,cut
16661,Hyderabad,13.6,0.0,cut
16661,Kolkata,12.5,0.0,cut
16661,Lucknow,16.5,0.0,cut
16661,Mumbai,14.0,0.0,cut
16661,Others,14.2,0.0,cut
16661,Pune,13.6,0.0,cut
21491,Ahmedabad,23.1,0.0,cut
21491,Bangalore,19.7,0.0,cut
21491,Chandigarh Tricity,14.6,0.0,cut
21491,Chennai,22.2,0.0,cut
21491,Delhi-NCR,22.7,0.0,cut
21491,Hyderabad,23.4,0.0,cut
21491,Kolkata,22.2,0.0,cut
21491,Lucknow,20.8,0.0,cut
21491,Mumbai,18.6,0.0,cut
21491,Others,22.7,0.0,cut
21491,Pune,16.0,0.0,cut
21686,Bangalore,9.2,0.0,cut
21686,Chennai,8.7,0.0,cut
21686,Delhi-NCR,11.8,0.0,cut
21686,Hyderabad,8.6,0.0,cut
21686,Kolkata,14.3,0.0,cut
21686,Lucknow,13.5,0.0,cut
21686,Mumbai,4.4,0.0,cut
21686,Others,12.5,0.0,cut
21686,Pune,14.3,0.0,cut
21752,Bangalore,27.3,0.0,cut
21752,Delhi-NCR,27.4,0.0,cut
21752,Hyderabad,27.4,0.0,cut
21752,Lucknow,27.9,0.0,cut
21752,Others,27.5,0.0,cut
21752,Pune,27.2,0.0,cut
21831,Ahmedabad,6.9,0.0,cut
21831,Bangalore,9.6,0.0,cut
21831,Chandigarh Tricity,10.4,0.0,cut
21831,Chennai,9.8,0.0,cut
21831,Delhi-NCR,10.6,0.0,cut
21831,Hyderabad,12.9,0.0,cut
21831,Kolkata,9.7,0.0,cut
21831,Lucknow,4.2,0.0,cut
21831,Mumbai,3.6,0.0,cut
21831,Others,10.4,0.0,cut
21831,Pune,9.9,0.0,cut
21833,Ahmedabad,3.0,0.0,cut
21833,Others,21.9,0.0,cut
21833,Pune,23.8,0.0,cut
21835,Bangalore,5.0,0.0,cut
21835,Chandigarh Tricity,4.6,0.0,cut
21835,Chennai,2.4,0.0,cut
21835,Delhi-NCR,5.1,0.0,cut
21835,Hyderabad,4.9,0.0,cut
21835,Kolkata,5.1,0.0,cut
21835,Lucknow,5.6,0.0,cut
21835,Others,5.2,0.0,cut
21835,Pune,5.3,0.0,cut
21836,Chandigarh Tricity,6.6,0.0,cut
21836,Delhi-NCR,7.1,0.0,cut
21836,Lucknow,6.9,0.0,cut
21836,Others,7.0,0.0,cut
21836,Pune,0.6,0.0,cut
21837,Lucknow,4.7,0.0,cut
21837,Others,2.8,0.0,cut
21837,Pune,2.9,0.0,cut
21838,Others,10.4,2.5,cut
21852,Bangalore,9.0,0.0,cut
21852,Chandigarh Tricity,14.4,0.0,cut
21852,Chennai,6.1,0.0,cut
21852,Delhi-NCR,8.2,0.0,cut
21852,Hyderabad,7.5,0.0,cut
21852,Kolkata,11.0,0.0,cut
21852,Lucknow,7.0,0.0,cut
21852,Mumbai,7.4,0.0,cut
21852,Others,10.2,0.0,cut
21852,Pune,11.5,0.0,cut
21862,Ahmedabad,24.2,0.0,cut
21862,Bangalore,18.5,0.0,cut
21862,Chandigarh Tricity,8.7,0.0,cut
21862,Chennai,11.3,0.0,cut
21862,Delhi-NCR,12.8,0.0,cut
21862,Hyderabad,14.6,0.0,cut
21862,Kolkata,11.7,0.0,cut
21862,Lucknow,12.6,0.0,cut
21862,Mumbai,13.1,0.0,cut
21862,Others,13.4,0.0,cut
21862,Pune,18.7,0.0,cut
24054,Bangalore,3.1,0.0,cut
24054,Chandigarh Tricity,5.6,0.0,cut
24054,Chennai,8.0,0.0,cut
24054,Hyderabad,7.3,0.0,cut
24054,Mumbai,10.1,0.0,cut
24054,Others,7.5,0.0,cut
24055,Bangalore,19.6,0.0,cut
24055,Chennai,15.3,0.0,cut
24055,Hyderabad,19.6,0.0,cut
24055,Kolkata,20.9,0.0,cut
24055,Others,17.5,0.0,cut
31999,Bangalore,8.5,0.0,cut
31999,Chandigarh Tricity,4.4,0.0,cut
31999,Chennai,2.6,0.0,cut
31999,Delhi-NCR,5.2,0.0,cut
31999,Hyderabad,6.0,0.0,cut
31999,Lucknow,4.5,0.0,cut
31999,Mumbai,6.7,0.0,cut
31999,Others,5.5,0.0,cut
31999,Pune,4.8,0.0,cut
32002,Others,0.0,0.0,hold
32006,Bangalore,21.7,0.0,cut
32006,Chennai,17.6,0.0,cut
32006,Delhi-NCR,20.2,0.0,cut
32006,Hyderabad,21.9,0.0,cut
32006,Kolkata,20.0,0.0,cut
32006,Lucknow,26.1,0.0,cut
32006,Mumbai,16.8,0.0,cut
32006,Others,19.4,0.0,cut
32006,Pune,19.9,0.0,cut
32385,Ahmedabad,28.5,0.0,cut
32385,Bangalore,28.5,0.0,cut
32385,Delhi-NCR,28.1,0.0,cut
32385,Hyderabad,29.5,0.0,cut
32385,Lucknow,30.1,2.5,cut
32385,Mumbai,28.5,0.0,cut
32385,Others,27.3,0.0,cut
32385,Pune,25.8,0.0,cut
32386,Ahmedabad,27.1,0.0,cut
32386,Kolkata,23.0,0.0,cut
32386,Others,23.5,0.0,cut
32386,Pune,23.8,0.0,cut
32387,Ahmedabad,7.2,0.0,cut
32387,Bangalore,6.8,0.0,cut
32387,Chandigarh Tricity,6.9,0.0,cut
32387,Chennai,7.3,0.0,cut
32387,Delhi-NCR,6.7,0.0,cut
32387,Hyderabad,7.1,0.0,cut
32387,Kolkata,6.8,0.0,cut
32387,Lucknow,6.6,0.0,cut
32387,Mumbai,7.1,0.0,cut
32387,Others,6.7,0.0,cut
32387,Pune,8.4,0.0,cut
58549,Bangalore,15.2,0.0,cut
58549,Chennai,16.6,0.0,cut
58549,Delhi-NCR,13.1,0.0,cut
58549,Hyderabad,13.0,0.0,cut
58549,Kolkata,13.6,0.0,cut
58549,Mumbai,12.6,0.0,cut
58549,Others,12.8,0.0,cut
58549,Pune,14.9,0.0,cut
59642,Ahmedabad,15.2,0.0,cut
59642,Bangalore,15.5,0.0,cut
59642,Chandigarh Tricity,17.5,0.0,cut
59642,Chennai,15.5,0.0,cut
59642,Delhi-NCR,15.7,0.0,cut
59642,Hyderabad,16.8,0.0,cut
59642,Kolkata,15.6,0.0,cut
59642,Lucknow,14.6,0.0,cut
59642,Mumbai,17.1,0.0,cut
59642,Others,15.8,0.0,cut
59642,Pune,15.4,0.0,cut
64011,Bangalore,18.9,0.0,cut
64011,Chennai,18.6,0.0,cut
64011,Delhi-NCR,18.2,0.0,cut
64011,Hyderabad,21.0,0.0,cut
64011,Kolkata,16.1,0.0,cut
64011,Lucknow,18.2,0.0,cut
64011,Mumbai,18.6,0.0,cut
64011,Others,18.5,0.0,cut
64011,Pune,17.9,0.0,cut
67917,Ahmedabad,18.4,0.0,cut
67917,Bangalore,23.2,0.0,cut
67917,Chandigarh Tricity,23.5,0.0,cut
67917,Chennai,24.2,0.0,cut
67917,Delhi-NCR,20.4,0.0,cut
67917,Hyderabad,20.7,0.0,cut
67917,Kolkata,20.8,0.0,cut
67917,Lucknow,20.1,0.0,cut
67917,Mumbai,22.9,0.0,cut
67917,Others,20.8,0.0,cut
67917,Pune,21.7,0.0,cut
75468,Chandigarh Tricity,2.5,0.0,cut
75468,Delhi-NCR,20.0,0.0,cut
75468,Lucknow,26.3,0.0,cut
75468,Others,16.2,0.0,cut
75469,Bangalore,25.9,0.0,cut
75469,Chandigarh Tricity,24.3,0.0,cut
75469,Chennai,25.6,0.0,cut
75469,Delhi-NCR,24.7,0.0,cut
75469,Hyderabad,24.3,0.0,cut
75469,Kolkata,24.0,0.0,cut
75469,Lucknow,26.2,0.0,cut
75469,Mumbai,26.5,0.0,cut
75469,Others,24.1,0.0,cut
75469,Pune,23.9,0.0,cut
81023,Bangalore,15.7,0.0,cut
81023,Delhi-NCR,16.0,0.0,cut
81023,Hyderabad,17.3,0.0,cut
81023,Others,7.5,0.0,cut
86959,Ahmedabad,29.6,0.0,cut
86959,Bangalore,27.7,0.0,cut
86959,Chandigarh Tricity,26.7,0.0,cut
86959,Chennai,27.3,0.0,cut
86959,Delhi-NCR,28.8,0.0,cut
86959,Hyderabad,27.0,0.0,cut
86959,Kolkata,29.7,0.0,cut
86959,Lucknow,28.7,0.0,cut
86959,Mumbai,29.8,0.0,cut
86959,Others,27.3,0.0,cut
86959,Pune,32.0,0.0,cut
98567,Ahmedabad,14.1,0.0,cut
98567,Bangalore,14.2,0.0,cut
98567,Chandigarh Tricity,13.2,0.0,cut
98567,Chennai,13.4,0.0,cut
98567,Delhi-NCR,14.2,0.0,cut
98567,Hyderabad,13.2,0.0,cut
98567,Kolkata,13.2,0.0,cut
98567,Lucknow,13.4,0.0,cut
98567,Mumbai,13.5,0.0,cut
98567,Others,13.3,0.0,cut
98567,Pune,13.3,0.0,cut
108382,Ahmedabad,7.5,0.0,cut
108382,Bangalore,6.6,0.0,cut
108382,Chennai,5.4,0.0,cut
108382,Delhi-NCR,6.8,0.0,cut
108382,Hyderabad,6.1,0.0,cut
108382,Kolkata,5.4,0.0,cut
108382,Lucknow,10.0,0.0,cut
108382,Mumbai,7.2,0.0,cut
108382,Others,6.9,0.0,cut
108382,Pune,9.4,0.0,cut
112761,Bangalore,11.0,0.0,cut
112761,Chennai,12.1,0.0,cut
112761,Delhi-NCR,11.8,0.0,cut
112761,Hyderabad,10.6,0.0,cut
112761,Kolkata,10.9,0.0,cut
112761,Lucknow,9.9,0.0,cut
112761,Mumbai,11.8,0.0,cut
112761,Others,11.7,0.0,cut
112761,Pune,12.6,0.0,cut
122262,Bangalore,6.6,0.0,cut
122262,Chandigarh Tricity,5.9,0.0,cut
122262,Delhi-NCR,5.7,0.0,cut
122262,Hyderabad,6.1,0.0,cut
122262,Kolkata,4.8,0.0,cut
122262,Mumbai,9.4,0.0,cut
122262,Others,6.1,0.0,cut
122262,Pune,7.4,0.0,cut
126995,Ahmedabad,26.2,0.0,cut
126995,Bangalore,30.0,0.0,cut
126995,Chandigarh Tricity,26.8,0.0,cut
126995,Chennai,26.0,0.0,cut
126995,Delhi-NCR,27.3,0.0,cut
126995,Hyderabad,26.5,0.0,cut
126995,Kolkata,26.3,0.0,cut
126995,Lucknow,28.6,0.0,cut
126995,Mumbai,27.0,0.0,cut
126995,Others,26.6,0.0,cut
126995,Pune,25.8,0.0,cut
245436,Ahmedabad,7.1,0.0,cut
245436,Bangalore,14.4,0.0,cut
245436,Delhi-NCR,11.0,0.0,cut
245436,Hyderabad,8.3,0.0,cut
245436,Mumbai,12.2,0.0,cut
245436,Others,14.8,0.0,cut
245436,Pune,17.9,0.0,cut
286878,Bangalore,27.7,0.0,cut
286878,Chennai,27.0,0.0,cut
286878,Delhi-NCR,27.1,0.0,cut
286878,Hyderabad,27.0,0.0,cut
286878,Kolkata,27.8,0.0,cut
286878,Lucknow,26.8,0.0,cut
286878,Mumbai,28.0,0.0,cut
286878,Others,27.3,0.0,cut
286878,Pune,27.9,0.0,cut
364165,Bangalore,14.8,0.0,cut
364165,Chennai,17.0,0.0,cut
364165,Delhi-NCR,15.0,0.0,cut
364165,Hyderabad,15.4,0.0,cut
364165,Kolkata,13.8,0.0,cut
364165,Lucknow,11.7,0.0,cut
364165,Mumbai,15.5,0.0,cut
364165,Others,15.5,0.0,cut
364165,Pune,16.1,0.0,cut
437289,Ahmedabad,21.9,0.0,cut
437289,Bangalore,26.4,0.0,cut
437289,Chandigarh Tricity,21.9,0.0,cut
437289,Chennai,21.5,0.0,cut
437289,Delhi-NCR,23.0,0.0,cut
437289,Hyderabad,22.8,0.0,cut
437289,Kolkata,22.0,0.0,cut
437289,Lucknow,21.9,0.0,cut
437289,Mumbai,23.5,0.0,cut
437289,Others,19.8,0.0,cut
437289,Pune,22.5,0.0,cut
438513,Delhi-NCR,28.9,0.0,cut
438513,Others,24.9,0.0,cut
443580,Bangalore,0.3,0.0,hold
443580,Others,4.0,0.0,cut
443581,Bangalore,15.9,0.0,cut
443581,Delhi-NCR,15.4,0.0,cut
443581,Hyderabad,14.8,0.0,cut
443581,Kolkata,17.7,0.0,cut
443581,Lucknow,17.0,0.0,cut
443581,Mumbai,16.4,0.0,cut
443581,Others,16.0,0.0,cut
443581,Pune,17.9,0.0,cut
477801,Ahmedabad,18.9,0.0,cut
477801,Bangalore,13.6,0.0,cut
477801,Chennai,18.8,0.0,cut
477801,Delhi-NCR,15.8,0.0,cut
477801,Hyderabad,18.5,0.0,cut
477801,Kolkata,18.1,0.0,cut
477801,Others,18.9,0.0,cut
477801,Pune,18.9,0.0,cut
481536,Bangalore,23.0,0.0,cut
481536,Chandigarh Tricity,23.1,0.0,cut
481536,Chennai,23.0,0.0,cut
481536,Delhi-NCR,23.3,0.0,cut
481536,Hyderabad,23.0,0.0,cut
481536,Kolkata,23.0,0.0,cut
481536,Mumbai,22.9,0.0,cut
481536,Pune,23.1,0.0,cut
485506,Kolkata,20.8,0.0,cut
490410,Hyderabad,5.9,0.0,cut
490411,Chandigarh Tricity,49.0,0.0,cut
490411,Delhi-NCR,48.0,0.0,cut
490411,Lucknow,49.0,0.0,cut
490432,Bangalore,32.9,0.0,cut
490432,Chennai,36.1,0.0,cut
490432,Hyderabad,29.0,0.0,cut
490432,Kolkata,35.3,0.0,cut
490432,Lucknow,29.4,0.0,cut
490432,Others,29.4,0.0,cut
490432,Pune,36.0,0.0,cut
495072,Bangalore,8.3,0.0,cut
495072,Hyderabad,6.0,0.0,cut
495073,Hyderabad,10.7,0.0,cut
495073,Kolkata,10.2,0.0,cut
495076,Kolkata,19.2,0.0,cut
495077,Hyderabad,20.6,0.0,cut
495077,Kolkata,20.1,0.0,cut
495081,Ahmedabad,16.2,0.0,cut
495081,Bangalore,21.0,0.0,cut
495081,Chandigarh Tricity,21.1,0.0,cut
495081,Chennai,20.8,0.0,cut
495081,Delhi-NCR,20.4,0.0,cut
495081,Hyderabad,16.1,0.0,cut
495081,Kolkata,18.5,0.0,cut
495081,Mumbai,21.2,0.0,cut
495081,Pune,21.0,0.0,cut
495083,Bangalore,14.8,0.0,cut
495083,Chandigarh Tricity,14.7,0.0,cut
495083,Delhi-NCR,14.3,0.0,cut
495083,Hyderabad,14.3,0.0,cut
495083,Kolkata,14.0,0.0,cut
495083,Lucknow,14.7,0.0,cut
495083,Others,13.6,0.0,cut
495083,Pune,14.7,0.0,cut
495084,Lucknow,6.1,0.0,cut
495085,Bangalore,20.8,0.0,cut
495085,Chandigarh Tricity,20.8,0.0,cut
495085,Chennai,20.6,0.0,cut
495085,Hyderabad,20.8,0.0,cut
495085,Pune,20.8,0.0,cut
495092,Ahmedabad,24.1,0.0,cut
495092,Bangalore,41.2,0.0,cut
495092,Chandigarh Tricity,49.0,0.0,cut
495092,Chennai,48.4,0.0,cut
495092,Delhi-NCR,44.9,0.0,cut
495092,Hyderabad,36.6,0.0,cut
495092,Kolkata,36.6,0.0,cut
495092,Mumbai,36.6,0.0,cut
495092,Others,25.3,0.0,cut
495092,Pune,49.0,0.0,cut
495112,Bangalore,6.0,0.0,cut
495112,Chennai,9.0,0.0,cut
495112,Hyderabad,9.2,0.0,cut
496799,Ahmedabad,6.8,0.0,cut
496799,Bangalore,6.1,0.0,cut
496799,Chennai,7.6,0.0,cut
496799,Delhi-NCR,6.5,0.0,cut
496799,Hyderabad,3.9,0.0,cut
496799,Kolkata,7.6,0.0,cut
496799,Lucknow,6.7,0.0,cut
496799,Mumbai,8.5,0.0,cut
496799,Others,5.6,0.0,cut
496799,Pune,6.6,0.0,cut
521140,Ahmedabad,9.5,0.0,cut
521140,Bangalore,21.9,0.0,cut
521140,Chandigarh Tricity,12.2,0.0,cut
521140,Delhi-NCR,13.7,0.0,cut
521140,Hyderabad,15.0,0.0,cut
521140,Kolkata,15.2,0.0,cut
521140,Mumbai,18.3,0.0,cut
521140,Others,12.2,0.0,cut
521140,Pune,14.0,0.0,cut
521146,Others,3.3,0.0,cut
532385,Ahmedabad,33.4,0.0,cut
532385,Bangalore,26.8,0.0,cut
532385,Delhi-NCR,27.9,0.0,cut
532385,Hyderabad,28.2,0.0,cut
532385,Kolkata,28.7,0.0,cut
532385,Lucknow,25.9,0.0,cut
532385,Others,25.2,0.0,cut
532389,Ahmedabad,10.8,0.0,cut
532389,Bangalore,11.8,0.0,cut
532389,Chennai,12.0,0.0,cut
532389,Delhi-NCR,12.0,0.0,cut
532389,Hyderabad,13.0,0.0,cut
532389,Kolkata,11.8,0.0,cut
532389,Mumbai,11.3,0.0,cut
532389,Others,12.3,0.0,cut
532389,Pune,13.0,0.0,cut
532393,Bangalore,13.5,0.0,cut
532393,Chennai,12.8,0.0,cut
532393,Delhi-NCR,13.9,0.0,cut
532393,Hyderabad,13.4,0.0,cut
532393,Kolkata,11.0,0.0,cut
532393,Mumbai,18.6,0.0,cut
532393,Others,14.1,0.0,cut
532393,Pune,13.7,0.0,cut
536247,Bangalore,22.0,0.0,cut
536247,Delhi-NCR,20.4,0.0,cut
536247,Hyderabad,22.0,0.0,cut
536247,Kolkata,22.0,0.0,cut
536247,Others,16.4,0.0,cut
537173,Bangalore,22.0,0.0,cut
537173,Delhi-NCR,20.5,0.0,cut
537173,Hyderabad,22.0,0.0,cut
537173,Others,16.4,0.0,cut
542154,Delhi-NCR,20.0,0.0,cut
542154,Others,25.4,0.0,cut
545408,Bangalore,11.4,2.5,cut
545408,Chennai,4.8,2.5,cut
545408,Others,13.1,2.5,cut
545915,Bangalore,10.0,0.0,cut
545915,Chennai,11.4,0.0,cut
545915,Hyderabad,7.9,0.0,cut
545915,Mumbai,11.3,0.0,cut
545915,Others,9.7,0.0,cut
545915,Pune,10.2,0.0,cut
561937,Bangalore,24.0,0.0,cut
561937,Delhi-NCR,21.8,0.0,cut
561937,Hyderabad,24.0,0.0,cut
561937,Kolkata,24.0,0.0,cut
561937,Others,16.6,0.0,cut
570520,Ahmedabad,10.5,0.0,cut
570520,Bangalore,15.2,0.0,cut
570520,Chandigarh Tricity,11.3,0.0,cut
570520,Chennai,12.9,0.0,cut
570520,Delhi-NCR,13.4,0.0,cut
570520,Hyderabad,12.9,0.0,cut
570520,Kolkata,12.4,0.0,cut
570520,Lucknow,11.9,0.0,cut
570520,Mumbai,12.5,0.0,cut
570520,Others,13.5,0.0,cut
570520,Pune,12.5,0.0,cut
625390,Bangalore,24.0,0.0,cut
625390,Hyderabad,24.0,0.0,cut
